name;given name;family name;sex or gender;date of birth;electoral district;parliamentary term;parliamentary group;represents
Ellie Chowns;Eleanor;Chowns;female;1975-03-07;West Midlands;9;The Greens–European Free Alliance;Green Party of England and Wales
Luisa Porritt;Luisa;Porritt;female;1987-05-23;London;9;Renew Europe;Liberal Democrats
Irina von Wiese;Stephanie;Wiese;female;1967-09-11;London;9;Renew Europe;Liberal Democrats
Scott Ainslie;John;Ainslie;male;1968-12-27;London;9;The Greens–European Free Alliance;Green Party of England and Wales
Alexandra Phillips;Louise;Phillips;female;1985-07-09;South East England;9;The Greens–European Free Alliance;Green Party of England and Wales
Michael Heaver;Michael;Heaver;male;1989-09-22;East of England;9;Non-Inscrits;Brexit Party
Sheila Ritchie;Sheila;Ritchie;female;1957-05-18;Scotland;9;Renew Europe;Liberal Democrats
James Glancy;James;Glancy;male;1982-08-25;South West England;9;Non-Inscrits;Brexit Party
Christina Jordan;Sheila;Jordan;female;1962-06-19;South West England;9;Non-Inscrits;Brexit Party
Henrik Eyser Overgaard Nielsen;Henrik;Nielsen;male;1959-08-02;North West England;9;Non-Inscrits;Brexit Party
Ben Habib;Benyamin;Habib;male;1965-06-07;London;9;Non-Inscrits;Brexit Party
Lance Forman;Lance;Forman;male;1962-10-13;London;9;Non-Inscrits;Brexit Party
Lance Forman;Lance;Forman;male;1962-10-13;London;9;European Conservatives and Reformists;Brexit Party
Matthew Patten;Matthew;Patten;male;1962-05-21;East Midlands;9;Non-Inscrits;Brexit Party
Robert Rowland;Andrew;Rowland;male;1966-02-28;South East England;9;Non-Inscrits;Brexit Party
Belinda de Lucy;Claire;De Camborne Lucy;female;1976-10-15;South East England;9;Non-Inscrits;Brexit Party
Andrew England Kerr;Robert;Kerr;male;1958-09-23;West Midlands;9;Non-Inscrits;Brexit Party
Louis Stedman-Bryce;Louis;;male;1974-12-01;Scotland;9;Non-Inscrits;Brexit Party
Lucy Harris;Elizabeth;Harris;female;1990-10-19;Yorkshire and the Humber;9;Non-Inscrits;Brexit Party
Lucy Harris;Elizabeth;Harris;female;1990-10-19;Yorkshire and the Humber;9;European Conservatives and Reformists;Brexit Party
Jake Pugh;Jake;Pugh;male;1960-10-20;Yorkshire and the Humber;9;Non-Inscrits;Brexit Party
June Mummery;Alison;Mummery;female;1964-01-01;East of England;9;Non-Inscrits;Brexit Party
James Wells;James;Wells;male;1970-01-01;Wales;9;Non-Inscrits;Brexit Party
Mazaly Aguilar;Mazaly;Aguilar;female;1949-01-01;Spain;9;European Conservatives and Reformists;Vox
Margarita de la Pisa Carrión;Margarita;de la Pisa;female;1975-09-19;Spain;9;European Conservatives and Reformists;Vox
Margarita de la Pisa Carrión;Margarita;de la Pisa;female;1975-09-19;Spain;10;Patriots for Europe;Vox
Marie-Pierre Vedrenne;Marie-Pierre;Vedrenne;female;1982-12-13;France;9;Renew Europe;Democratic Movement
Marie-Pierre Vedrenne;Marie-Pierre;Vedrenne;female;1982-12-13;France;10;Renew Europe;Democratic Movement
Evin Incir;Evin;;female;1984-06-15;Sweden;9;Progressive Alliance of Socialists and Democrats;Swedish Social Democratic Party
Evin Incir;Evin;;female;1984-06-15;Sweden;10;Progressive Alliance of Socialists and Democrats;Swedish Social Democratic Party
Johan Danielsson;Johan;Danielsson;male;1982-06-30;Sweden;9;Progressive Alliance of Socialists and Democrats;Swedish Social Democratic Party
Johan Danielsson;Johan;Danielsson;male;1982-06-30;Sweden;10;Progressive Alliance of Socialists and Democrats;Swedish Social Democratic Party
Jessica Stegrud;Margareta;Stegrud;female;1970-09-27;Sweden;9;European Conservatives and Reformists;Sweden Democrats
Jérémy Decerle;Jérémy;Decerle;male;1984-07-01;France;9;Renew Europe;Renaissance
Maria Walsh;Maria;Walsh;female;1987-06-11;Midlands–North-West;9;European People's Party group;Fine Gael
Maria Walsh;Maria;Walsh;female;1987-06-11;Midlands–North-West;10;European People's Party group;Fine Gael
Michael Bloss;Michael;Bloss;male;1986-11-06;Germany;9;The Greens–European Free Alliance;Alliance '90/The Greens
Michael Bloss;Michael;Bloss;male;1986-11-06;Germany;10;The Greens–European Free Alliance;Alliance '90/The Greens
Hana Jalloul Muro;Hana;Jalloul;female;1978-04-08;Spain;10;Progressive Alliance of Socialists and Democrats;Spanish Socialist Workers' Party
Catherine Griset;Catherine;Griset;female;1972-08-20;France;9;Identity and Democracy;National Rally
Catherine Griset;Catherine;Griset;female;1972-08-20;France;10;Patriots for Europe;National Rally
Annika Bruna;Annika;Bruna;female;1956-11-26;France;9;Identity and Democracy;National Rally
Stelios Kympouropoulos;;;male;1985-09-09;Greece;9;European People's Party group;
Niklas Nienaß;Hendrik;Nienaß;male;1992-01-01;Germany;9;The Greens–European Free Alliance;Alliance '90/The Greens
Alexandra Geese;Alexandra;Geese;female;1968-07-01;Germany;9;The Greens–European Free Alliance;Alliance '90/The Greens
Alexandra Geese;Alexandra;Geese;female;1968-07-01;Germany;10;The Greens–European Free Alliance;Alliance '90/The Greens
Gwendoline Delbos-Corfield;Gwendoline;;female;1977-03-08;France;9;The Greens–European Free Alliance;The Ecologists – Europe Écologie Les Verts
Katrin Langensiepen;Katrin;;female;1979-10-10;Germany;9;The Greens–European Free Alliance;Alliance '90/The Greens
Katrin Langensiepen;Katrin;;female;1979-10-10;Germany;10;The Greens–European Free Alliance;Alliance '90/The Greens
Chrisoula Zacharopoulou;Chrisoula;Zacharopoulou;female;1976-05-07;France;9;Renew Europe;Renaissance
Bert-Jan Ruissen;Jan;Ruissen;male;1972-03-22;Netherlands;9;European Conservatives and Reformists;Reformed Political Party
Bert-Jan Ruissen;Jan;Ruissen;male;1972-03-22;Netherlands;10;European Conservatives and Reformists;Reformed Political Party
Ondřej Knotek;Ondřej;Knotek;male;1984-08-31;Czech Republic;9;Renew Europe;ANO 2011
Ondřej Knotek;Ondřej;Knotek;male;1984-08-31;Czech Republic;10;Patriots for Europe;ANO 2011
Isabel Wiseler-Santos Lima;Isabel;Lima;female;1961-12-29;Luxembourg constituency of the European Parliament;9;European People's Party group;Christian Social People's Party
Isabel Wiseler-Santos Lima;Isabel;Lima;female;1961-12-29;Luxembourg constituency of the European Parliament;10;European People's Party group;Christian Social People's Party
Nora Mebarek;Nora;Mebarek;female;1972-07-22;France;9;Progressive Alliance of Socialists and Democrats;Socialist Party
Nora Mebarek;Nora;Mebarek;female;1972-07-22;France;10;Progressive Alliance of Socialists and Democrats;Socialist Party
Laurence Farreng;Laurence;;female;1966-09-06;France;9;Renew Europe;Democratic Movement
Laurence Farreng;Laurence;;female;1966-09-06;France;10;Renew Europe;Democratic Movement
Daniel Freund;Daniel;Freund;male;1984-10-14;Germany;9;The Greens–European Free Alliance;Alliance '90/The Greens
Daniel Freund;Daniel;Freund;male;1984-10-14;Germany;10;The Greens–European Free Alliance;Alliance '90/The Greens
Pierrette Herzberger-Fofana;Pierrette;Fofana;female;1949-03-20;Germany;9;The Greens–European Free Alliance;Alliance '90/The Greens
Sylvia Limmer;Sylvia;Limmer;female;1966-02-08;Germany;9;Identity and Democracy;Alternative for Germany
Salima Yenbou;Salima;;female;1971-03-14;France;9;The Greens–European Free Alliance;Écologie au centre
Caroline Roose;Caroline;Roose;female;1968-11-10;France;9;The Greens–European Free Alliance;Écologie au centre
Anna Cavazzini;Anna;;female;1982-12-12;Germany;9;The Greens–European Free Alliance;Alliance '90/The Greens
Anna Cavazzini;Anna;;female;1982-12-12;Germany;10;The Greens–European Free Alliance;Alliance '90/The Greens
Isabella Tovaglieri;Isabella;Tovaglieri;female;1987-06-25;Italy;9;Identity and Democracy;Lega Nord
Isabella Tovaglieri;Isabella;Tovaglieri;female;1987-06-25;North-West;10;Patriots for Europe;Lega Nord
Lena Düpont;Lena;Düpont;female;1986-04-30;Germany;9;European People's Party group;Christian Democratic Union
Lena Düpont;Lena;Düpont;female;1986-04-30;Germany;10;European People's Party group;Christian Democratic Union
Christian Doleschal;Christian;Doleschal;male;1988-04-27;Germany;9;European People's Party group;Christian Social Union of Bavaria
Christian Doleschal;Christian;Doleschal;male;1988-04-27;Germany;10;European People's Party group;Christian Social Union of Bavaria
Delara Burkhardt;;Burkhardt;female;1992-11-03;Germany;9;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Delara Burkhardt;;Burkhardt;female;1992-11-03;Germany;10;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Germany
Christine Anderson;Christine;Anderson;female;1968-07-29;Germany;9;Identity and Democracy;Alternative for Germany
Christine Anderson;Christine;Anderson;female;1968-07-29;Germany;10;Europe of Sovereign Nations;Alternative for Germany
Maximilian Krah;Eugen;Krah;male;1977-01-28;Germany;9;Identity and Democracy;Alternative for Germany
Maximilian Krah;Eugen;Krah;male;1977-01-28;Germany;10;Non-Inscrits;Alternative for Germany
Asger Christensen;Asger;Christensen;male;1958-01-08;Denmark;9;Renew Europe;Venstre
Asger Christensen;Asger;Christensen;male;1958-01-08;Denmark;10;Renew Europe;Venstre
Linea Søgaard-Lidell;Linea;Lidell;female;1987-03-30;Denmark;9;Renew Europe;Venstre
Niels Fuglsang;Niels;Fuglsang;male;1985-06-29;Denmark;9;Progressive Alliance of Socialists and Democrats;Social Democrats
Niels Fuglsang;Niels;Fuglsang;male;1985-06-29;Denmark;10;Progressive Alliance of Socialists and Democrats;Social Democrats
Henrike Hahn;Henrike;Hahn;female;1970-09-04;Germany;9;The Greens–European Free Alliance;Alliance '90/The Greens
Kira Marie Peter-Hansen;Marie;;female;1998-02-23;Denmark;9;The Greens–European Free Alliance;Green Left
Kira Marie Peter-Hansen;Marie;;female;1998-02-23;Denmark;10;The Greens–European Free Alliance;Green Left
Hannes Heide;Hannes;Heide;male;1966-10-17;Austria;9;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Austria
Hannes Heide;Hannes;Heide;male;1966-10-17;Austria;10;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Austria
Saskia Bricmont;Saskia;Bricmont;female;1985-03-16;French-speaking electoral college;9;The Greens–European Free Alliance;Ecolo
Saskia Bricmont;Saskia;Bricmont;female;1985-03-16;French-speaking electoral college;10;The Greens–European Free Alliance;Ecolo
Adriana Maldonado López;Adriana;Maldonado;female;1990-01-09;Spain;9;Progressive Alliance of Socialists and Democrats;Spanish Socialist Workers' Party
Alicia Homs Ginel;Alícia;Homs;female;1993-10-15;Spain;9;Progressive Alliance of Socialists and Democrats;Spanish Socialist Workers' Party
Alicia Homs Ginel;Alícia;Homs;female;1993-10-15;Spain;10;Progressive Alliance of Socialists and Democrats;Spanish Socialist Workers' Party
Domènec Ruiz Devesa;Domènec;Ruiz;male;1978-03-03;Spain;9;Progressive Alliance of Socialists and Democrats;Spanish Socialist Workers' Party
Isabel García Muñoz;Isabel;García;female;1977-03-03;Spain;9;Progressive Alliance of Socialists and Democrats;Spanish Socialist Workers' Party
Isabel Benjumea;Isabel;Benjumea;female;1982-09-05;Spain;9;European People's Party group;People's Party
Isabel Benjumea;Isabel;Benjumea;female;1982-09-05;Spain;10;European People's Party group;People's Party
Manu Pineda;Manu;Pineda;male;1965-09-02;Spain;9;European United Left–Nordic Green Left;United Left of the Madrid Community
Joachim Kuhs;Joachim;Kuhs;male;1956-06-25;Germany;9;Identity and Democracy;Alternative for Germany
Ondřej Kovařík;Ondřej;Kovařík;male;1980-08-21;Czech Republic;9;Renew Europe;ANO 2011
Ondřej Kovařík;Ondřej;Kovařík;male;1980-08-21;Czech Republic;10;Patriots for Europe;ANO 2011
Barbara Thaler;Barbara;Thaler;female;1982-02-16;Austria;9;European People's Party group;Austrian People's Party
Łukasz Kohut;Łukasz;Kohut;male;1982-09-10;Poland;9;Progressive Alliance of Socialists and Democrats;Spring
Łukasz Kohut;Łukasz;Kohut;male;1982-09-10;Poland;10;European People's Party group;independent politician
Engin Eroglu;Engin;Eroğlu;male;1982-02-12;Germany;9;Renew Europe;Freie Wähler
Engin Eroglu;Engin;Eroğlu;male;1982-02-12;Germany;10;Renew Europe;Freie Wähler
Martin Buschmann;Martin;Buschmann;male;1970-04-17;Germany;9;European United Left–Nordic Green Left;Human Environment Animal Protection Party
Martin Buschmann;Martin;Buschmann;male;1970-04-17;Germany;9;Non-Inscrits;Human Environment Animal Protection Party
Francisco Guerreiro;Francisco;Guerreiro;male;1984-09-12;Portugal;9;The Greens–European Free Alliance;People–Animals–Nature
Francisco Guerreiro;Francisco;Guerreiro;male;1984-09-12;Portugal;9;The Greens–European Free Alliance;independent politician
Sabrina Pignedoli;Sabrina;;female;1983-10-24;Italy;9;Non-Inscrits;Five Star Movement
Daniela Rondinelli;Daniela;Rondinelli;female;1967-08-19;Italy;9;Non-Inscrits;Five Star Movement
Chiara Maria Gemma;Maria;Gemma;female;1968-09-20;Italy;9;Non-Inscrits;Five Star Movement
Chiara Maria Gemma;Maria;Gemma;female;1968-09-20;Southern Italy;10;European Conservatives and Reformists;Brothers of Italy
Antonio Maria Rinaldi;Antonio Maria;Rinaldi;male;1955-02-27;Italy;9;Identity and Democracy;Lega Nord
Michal Šimečka;Michal;Šimečka;male;1984-05-10;Slovakia;9;Renew Europe;Progressive Slovakia
Vincenzo Sofo;Vincenzo;Sofo;male;1986-12-18;Italy;9;Identity and Democracy;Lega Nord
Markus Buchheit;Markus;Buchheit;male;1983-08-11;Germany;9;Identity and Democracy;Alternative for Germany
Markus Buchheit;Markus;Buchheit;male;1983-08-11;Germany;10;Europe of Sovereign Nations;Alternative for Germany
Bernhard Zimniok;Bernhard;;male;1953-06-21;Germany;9;Identity and Democracy;Alternative for Germany
Samira Rafaela;Samira;Rafaela;female;1989-02-11;Netherlands;9;Renew Europe;Democrats 66
Kim van Sparrentak;Kim;van Sparrentak;female;1989-10-16;Netherlands;9;The Greens–European Free Alliance;GroenLinks
Kim van Sparrentak;Kim;van Sparrentak;female;1989-10-16;Netherlands;10;The Greens–European Free Alliance;GroenLinks
Alex Agius Saliba;Alex;;male;1988-01-31;Malta;9;Progressive Alliance of Socialists and Democrats;Labour Party
Alex Agius Saliba;Alex;;male;1988-01-31;Malta;10;Progressive Alliance of Socialists and Democrats;Labour Party
Loukas Fourlas;Loukas;Fourlas;male;1969-08-21;Cyprus;9;European People's Party group;Democratic Rally
Loukas Fourlas;Loukas;Fourlas;male;1969-08-21;Cyprus;10;European People's Party group;Democratic Rally
Josianne Cutajar;Josianne;Cutajar;female;1989-12-27;Malta;9;Progressive Alliance of Socialists and Democrats;Labour Party
Tsvetelina Penkova;Tsvetelina;;female;1988-02-19;Bulgaria;9;Progressive Alliance of Socialists and Democrats;Bulgarian Socialist Party
Tsvetelina Penkova;Tsvetelina;;female;1988-02-19;Bulgaria;10;Progressive Alliance of Socialists and Democrats;Bulgarian Socialist Party
Nicolae Ștefănuță;Nicolae;Ștefănuță;male;1982-01-03;Romania;9;European Green Party;independent politician
Nicolae Ștefănuță;Nicolae;Ștefănuță;male;1982-01-03;Romania;10;The Greens–European Free Alliance;independent politician
Martin Hojsík;Martin;Hojsík;male;1977-01-20;Slovakia;9;Renew Europe;Progressive Slovakia
Martin Hojsík;Martin;Hojsík;male;1977-01-20;Slovakia;10;Renew Europe;Progressive Slovakia
Andrea Caroppo;Andrea;Caroppo;male;1979-06-26;Italy;9;Non-Inscrits;Lega Nord
Paolo Borchia;Paolo;Borchia;male;1980-05-27;Italy;9;Identity and Democracy;Lega Nord
Paolo Borchia;Paolo;Borchia;male;1980-05-27;North-East Italy;10;Patriots for Europe;Lega Nord
Ana Collado Jiménez;Ana;;female;1984-02-08;Spain;9;European People's Party group;People's Party
Ramona Strugariu;Ramona;Strugariu;female;1979-08-06;Romania;9;Renew Europe;Liberty, Unity and Solidarity Party
Tom Berendsen;W.;Berendsen;male;1983-04-11;Netherlands;9;European People's Party group;Christian Democratic Appeal
Tom Berendsen;W.;Berendsen;male;1983-04-11;Netherlands;10;European People's Party group;Christian Democratic Appeal
Niels Flemming Hansen;Flemming;Hansen;male;1974-05-16;Denmark;10;European People's Party group;Conservative People's Party
Marc Botenga;Marc;Botenga;male;1980-12-29;French-speaking electoral college;9;European United Left–Nordic Green Left;Workers' Party of Belgium
Marc Botenga;Marc;Botenga;male;1980-12-29;French-speaking electoral college;10;European United Left–Nordic Green Left;Workers' Party of Belgium
Petar Vitanov;Petar;;male;1982-04-18;Bulgaria;9;Progressive Alliance of Socialists and Democrats;Bulgarian Socialist Party
Miriam Lexmann;Miriam;;female;1972-12-02;Slovakia;9;European People's Party group;Christian Democratic Movement
Miriam Lexmann;Miriam;;female;1972-12-02;Slovakia;10;European People's Party group;Christian Democratic Movement
Alessandra Basso;Alessandra;Basso;female;1967-03-14;Italy;9;Identity and Democracy;Lega Nord
